0	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
199907	21	21	21	21	20	20	20	20	19	19	18	17	17	17	16	15	15	14	14	14	14	14	14	14
199907	14	13	13	13	13	14	14	14	14	15	15	16	16	17	18	19	19	19	20	20	20	20	20	20
199907	20	20	20	20	20	21	21	22	23	23	23	23	23	22	22	22	21	21	21	21	21	21	21	21
199907	23	24	24	24	24	24	23	22	21	21	21	21	21	21	21	22	22	22	23	23	24	24	23	22
199907	21	21	21	21	21	21	21	21	21	21	21	20	20	20	20	21	21	21	21	21	21	21	21	21
199907	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20	20	20	20	20	21
199907	21	21	21	21	21	21	22	22	22	22	22	22	23	24	25	27	29	30	31	32	33	34	34	34
199907	34	35	35	35	35	35	35	36	37	37	37	37	38	39	39	39	39	39	39	40	39	40	40	40
199907	40	40	40	41	41	41	41	41	42	42	43	42	41	41	41	41	41	41	41	41	41	41	40	40
199907	40	40	40	40	40	41	41	41	41	41	42	43	43	43	42	42	43	44	44	44	44	44	44	44
199907	44	44	44	44	44	44	44	44	43	42	41	40	40	39	38	38	36	35	34	34	34	33	33	33
199907	33	32	32	32	32	32	32	32	32	33	34	34	35	35	36	37	38	38	38	38	38	38	38	38
199907	38	37	37	36	36	35	35	35	35	34	33	33	33	33	32	31	30	29	29	29	29	29	29	30
199907	29	29	30	30	30	30	30	29	29	29	29	29	29	29	29	29	30	30	30	30	30	30	30	30
199907	30	30	30	30	30	31	31	30	30	30	30	29	29	29	30	30	30	30	30	30	32	33	34	34
199907	34	34	34	33	32	31	31	31	31	31	32	32	32	31	30	31	31	31	31	31	31	31	31	31
199907	31	32	32	32	33	33	33	34	34	34	34	35	35	35	34	34	34	34	34	35	35	35	36	36
199907	36	36	36	36	36	36	36	36	35	35	35	35	34	34	34	34	33	33	33	32	32	32	32	33
199907	33	33	33	33	33	33	33	34	34	35	35	35	36	36	36	37	37	37	38	38	38	38	38	38
199907	38	38	38	38	38	38	38	38	38	38	37	37	38	38	38	38	38	38	38	37	37	37	37	37
199907	37	36	36	36	36	36	36	36	35	35	35	35	35	35	35	34	34	34	34	34	34	34	33	33
199907	33	33	33	33	33	33	34	35	36	36	36	36	36	37	37	38	39	40	41	42	43	44	45	46
199907	47	48	49	50	50	50	50	50	50	50	50	51	51	51	51	51	50	50	50	51	51	51	50	50
199907	50	49	49	48	48	48	47	47	47	48	49	50	51	51	52	52	52	52	52	51	51	51	51	51
199907	50	50	50	49	48	48	47	47	46	44	43	41	40	38	38	37	36	36	36	36	36	35	34	34
199907	33	33	32	32	31	31	30	30	30	30	29	29	28	28	26	25	24	24	23	22	21	22	22	22
199907	22	23	23	23	24	24	24	25	26	27	30	31	32	34	43	48	55	48	49	50	50	51	51	52
199907	52	53	53	54	54	55	56	57	57	57	57	57	57	57	56	54	52	52	51	51	51	50	50	50
199907	50	48	47	46	46	46	44	41	40	38	38	38	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
199907	-1	-1	-1	-1	-1	34	34	34	35	35	35	34	34	34	34	34	33	33	33	32	32	32	31	31
199908	27	26	26	26	26	25	25	25	24	24	24	23	23	23	22	22	22	21	21	21	21	21	21	21
199908	21	21	21	21	21	21	21	22	23	24	25	26	27	27	28	28	28	29	29	29	29	29	30	30
199908	30	31	31	31	31	31	31	32	31	32	33	34	34	34	34	35	37	37	38	38	38	38	38	38
199908	37	37	36	36	36	35	35	35	34	34	32	31	29	29	28	27	26	25	24	24	24	24	24	24
199908	24	24	24	24	24	24	24	23	23	23	23	23	23	23	31	31	29	26	27	27	28	29	30	30
199908	31	31	32	33	33	34	35	35	36	37	39	40	42	45	48	50	52	52	53	53	53	53	54	54
199908	54	54	54	54	54	54	55	54	54	54	53	52	51	50	48	45	43	41	41	40	40	39	38	37
199908	37	36	36	35	35	35	34	33	32	32	31	30	29	27	26	25	24	23	23	22	22	22	22	22
199908	21	21	21	21	21	21	22	22	23	24	25	25	26	27	27	28	29	29	30	30	31	31	31	32
199908	32	32	32	32	32	32	31	31	30	30	30	31	31	31	31	30	30	29	28	28	29	29	28	28
199908	27	27	27	27	26	26	27	28	28	27	27	25	25	24	25	25	25	25	25	26	26	25	25	25
199908	25	26	26	26	26	26	26	25	25	24	24	25	25	26	25	26	27	27	27	26	26	26	26	27
199908	27	27	27	27	28	28	29	30	30	30	31	32	32	32	32	32	32	33	35	36	37	37	37	37
199908	37	38	38	39	39	39	38	38	39	40	39	38	38	38	38	38	37	36	35	34	35	36	36	37
199908	38	38	38	37	37	37	38	38	37	37	37	38	38	38	39	39	40	39	40	40	40	40	39	38
199908	38	38	37	37	37	37	36	36	36	36	36	36	36	35	35	34	34	34	34	33	32	32	32	32
199908	32	32	32	31	31	31	31	31	31	30	30	30	29	29	29	28	28	28	28	27	27	27	26	26
199908	25	25	25	24	24	24	24	24	24	24	24	24	24	24	25	32	30	29	29	30	30	30	30	30
199908	30	31	32	33	35	36	37	39	41	43	45	48	50	51	52	52	53	54	54	55	56	57	57	58
199908	59	60	61	63	64	66	67	69	71	73	74	76	77	80	82	85	87	90	94	96	98	98	100	101
199908	102	102	102	102	101	99	97	96	94	92	90	90	88	87	84	81	78	75	72	69	67	65	63	61
199908	58	56	53	51	48	45	42	39	37	35	33	32	30	28	25	23	21	20	20	19	20	21	21	22
199908	23	23	23	23	24	24	24	24	24	24	24	24	24	25	25	26	26	27	27	28	28	28	28	28
199908	28	27	27	27	26	26	26	26	26	26	26	26	27	27	27	27	28	28	29	31	32	32	32	31
199908	30	31	31	31	31	31	32	32	34	35	36	37	39	39	38	37	36	36	35	34	34	35	36	36
199908	37	38	38	38	39	39	39	40	39	39	39	38	37	37	37	38	38	39	39	38	37	35	34	33
199908	33	32	32	32	32	31	31	30	30	29	29	29	28	28	28	28	28	29	29	29	29	29	29	29
199908	28	28	28	28	27	27	27	27	27	27	27	27	27	27	27	27	27	26	26	26	28	30	31	32
199908	33	33	33	34	34	35	35	35	35	35	34	34	34	33	33	32	32	32	32	31	29	27	25	24
199908	24	23	23	23	22	22	22	22	22	23	23	23	23	23	23	23	24	24	24	24	24	24	25	25
199908	25	25	26	26	26	26	26	26	27	28	28	29	29	29	29	29	29	29	29	28	28	28	28	28
199909	29	29	29	29	30	31	32	32	33	33	33	32	33	33	34	35	36	37	38	40	41	42	44	45
199909	46	47	48	50	51	52	52	53	54	55	58	61	63	64	65	66	66	66	67	68	69	71	72	73
199909	73	72	72	71	70	70	70	70	68	66	64	61	59	60	61	61	62	62	62	62	62	62	62	62
199909	61	62	62	62	61	61	60	59	59	58	58	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
199909	-1	-1	-1	-1	-1	-1	-1	53	53	53	53	54	53	53	53	52	52	51	51	51	51	50	50	49
199909	48	46	45	43	40	39	38	36	35	33	33	31	30	29	27	26	25	24	24	23	23	23	23	23
199909	23	23	23	23	23	23	23	23	23	23	22	23	23	22	22	22	21	21	21	21	20	20	20	20
199909	20	20	20	20	20	20	20	20	20	20	21	21	21	21	22	22	22	22	23	23	23	23	23	23
199909	23	23	24	24	24	25	26	26	27	27	27	27	27	27	27	26	27	27	26	27	27	27	27	27
199909	28	28	27	27	27	27	26	26	25	25	24	24	24	23	24	24	24	24	24	24	24	24	24	24
199909	24	24	24	24	23	24	24	23	24	25	26	26	27	27	28	28	29	30	31	31	31	31	32	32
199909	32	35	35	34	34	35	36	37	38	39	41	43	46	49	51	60	57	59	57	68	63	67	71	72
199909	73	73	72	72	71	71	71	71	71	72	72	74	75	77	78	78	78	79	80	77	75	72	69	69
199909	70	71	73	75	77	78	79	79	80	80	79	77	73	69	66	63	60	58	56	55	55	54	54	53
199909	52	51	50	48	45	43	42	39	36	34	31	30	29	28	27	26	26	25	23	22	22	21	20	20
199909	19	19	19	19	19	19	19	18	18	18	18	19	19	19	19	19	19	18	18	18	18	18	18	18
199909	18	18	19	19	19	19	20	21	23	23	23	23	24	25	25	27	29	31	33	34	36	38	39	41
199909	42	44	45	46	46	45	46	46	46	46	46	46	45	45	45	45	44	43	43	42	41	41	40	40
199909	39	40	40	40	41	40	41	40	41	42	43	44	44	45	45	45	45	45	45	45	45	46	46	46
199909	47	47	47	47	48	49	50	51	52	52	53	55	57	58	60	61	62	62	65	65	66	66	67	66
199909	66	65	64	64	63	62	62	61	60	58	56	54	51	48	45	43	40	36	34	33	32	32	31	31
199909	31	31	32	32	33	33	34	35	36	38	39	40	41	42	43	45	46	48	50	50	51	52	52	52
199909	53	53	54	54	54	54	55	55	55	56	56	56	56	56	56	56	56	56	56	57	57	57	57	58
199909	58	59	59	59	59	59	59	59	59	59	59	60	60	60	60	60	60	61	61	61	61	60	60	60
199909	60	60	60	60	60	60	60	60	59	59	59	58	58	58	57	57	57	56	56	55	55	55	54	54
199909	53	52	52	51	50	49	48	46	44	42	39	38	36	35	34	34	33	33	32	34	34	35	33	32
199909	32	33	40	42	44	42	43	44	44	45	45	44	44	43	42	40	38	37	36	36	35	33	32	31
199909	29	29	28	27	25	25	24	24	24	23	23	23	23	23	23	23	24	25	26	26	27	28	28	28
199909	28	28	28	29	30	30	31	31	33	34	36	37	37	38	38	38	38	38	37	37	37	38	38	39
199910	41	40	40	41	42	42	42	43	43	42	42	42	42	42	42	42	42	41	41	41	42	42	42	42
199910	42	42	42	42	41	40	40	40	40	40	40	40	40	39	39	39	39	39	38	38	38	37	37	36
199910	36	35	35	35	35	35	34	33	33	32	32	32	32	32	32	32	32	31	30	29	29	28	28	28
199910	27	27	27	27	27	27	27	27	27	27	27	28	28	29	29	29	30	30	31	32	32	33	34	34
199910	35	35	36	36	36	36	36	36	37	38	38	38	38	38	38	46	39	39	39	40	40	41	42	43
199910	44	45	46	47	47	48	49	50	50	51	51	52	52	52	52	52	52	53	53	54	54	54	54	54
199910	54	55	55	56	56	56	56	56	57	57	57	58	59	61	61	61	62	61	61	61	62	62	62	61
199910	61	60	60	59	58	58	57	57	57	56	56	56	55	55	54	54	53	53	53	52	53	54	55	56
199910	56	56	57	58	58	59	60	62	63	64	65	66	68	68	68	70	72	73	73	73	72	-1	-1	-1
199910	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
199910	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
199910	-1	62	61	60	59	58	57	57	57	57	56	54	53	52	51	50	49	47	45	44	43	42	42	42
199910	43	44	44	45	46	47	47	46	46	46	46	47	48	48	49	49	49	50	50	50	49	50	49	49
199910	48	47	47	46	44	43	43	42	42	41	40	40	39	38	38	38	37	36	35	35	35	35	35	36
199910	35	35	35	35	35	36	36	36	35	35	35	35	35	36	35	35	36	37	37	38	38	37	37	38
199910	38	39	39	40	40	40	40	41	43	45	46	48	49	50	51	51	52	52	53	53	54	54	54	54
199910	54	54	53	53	53	52	52	51	50	49	47	45	44	43	42	40	38	37	36	36	36	35	35	35
199910	35	36	37	38	38	39	40	41	42	43	44	45	46	46	46	47	47	47	47	47	47	47	48	48
199910	48	48	48	48	48	49	49	49	50	50	50	50	50	50	50	51	51	51	52	52	52	52	52	52
199910	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	53
199910	53	53	54	54	54	54	54	55	55	55	55	55	55	56	56	56	56	56	56	56	56	56	56	56
199910	56	56	56	55	55	55	55	55	55	55	55	55	55	55	55	55	56	56	56	56	56	56	57	57
199910	57	57	57	57	57	57	57	57	56	56	56	56	56	57	58	58	58	58	58	57	57	57	56	56
